symbol,trade_num,entry_utc,exit_utc,entry_price,exit_price,size,pnl_usd,exit_module
ETH/USD,11,2025-08-08 11:00,2025-08-09 05:00,"3,901.86","4,114.74",0.01922,+3.48,ATR
ETH/USD,12,2025-08-08 13:00,2025-08-09 05:00,"3,894.43","4,114.74",0.01926,+3.63,ATR
ETH/USD,13,2025-08-08 16:00,2025-08-09 05:00,"3,957.79","4,114.74",0.01895,+2.36,ATR
ETH/USD,14,2025-08-09 05:00,2025-08-09 13:00,"4,073.78","4,167.20",0.01841,+1.11,ATR
ETH/USD,15,2025-08-10 09:00,2025-08-11 18:00,"4,217.25","4,273.73",0.01778,+0.40,ATR
ETH/USD,16,2025-08-11 09:00,2025-08-11 11:00,"4,280.43","4,194.64",0.01752,-2.10,ATR
ETH/USD,17,2025-08-11 15:00,2025-08-12 12:00,"4,273.73","4,333.28",0.01755,+0.44,ATR
ETH/USD,18,2025-08-17 09:00,2025-08-17 18:00,"4,539.98","4,456.21",0.01652,-1.98,ATR
ETH/USD,19,2025-08-22 18:00,2025-08-24 19:00,"4,807.82","4,874.62",0.0156,+0.44,ATR
ETH/USD,20,2025-08-22 23:00,2025-08-25 06:00,"4,811.23","4,640.06",0.01559,-3.26,ATR
ETH/USD,21,2025-08-23 01:00,2025-08-24 19:00,"4,804.73","4,874.62",0.01561,+0.49,ATR
ETH/USD,22,2025-08-23 13:00,2025-08-24 17:00,"4,713.36","4,855.99",0.01591,+1.66,ATR
ETH/USD,23,2025-08-23 16:00,2025-08-24 17:00,"4,751.73","4,855.99",0.01578,+1.04,ATR
ETH/USD,24,2025-08-24 05:00,2025-08-24 19:00,"4,797.59","4,874.62",0.01563,+0.60,ATR
ETH/USD,25,2025-08-27 09:00,2025-08-27 22:00,"4,597.68","4,481.16",0.01631,-2.49,ATR
ETH/USD,26,2025-08-27 16:00,2025-08-27 20:00,"4,654.28","4,531.35",0.01611,-2.57,ATR
ETH/USD,27,2025-09-04 10:00,2025-09-04 15:00,"4,394.11","4,310.28",0.01707,-2.03,ATR
ETH/USD,28,2025-09-11 08:00,2025-09-11 12:00,"4,444.62","4,374.43",0.01687,-1.78,ATR
ETH/USD,29,2025-09-11 14:00,2025-09-12 22:00,"4,421.33","4,654.14",0.01696,+3.33,ATR
ETH/USD,30,2025-09-12 07:00,2025-09-12 22:00,"4,535.30","4,654.14",0.01654,+1.36,ATR
ETH/USD,31,2025-09-12 13:00,2025-09-12 22:00,"4,519.71","4,654.14",0.01659,+1.62,ATR
ETH/USD,32,2025-09-12 18:00,2025-09-13 13:00,"4,619.98","4,692.70",0.01623,+0.58,ATR
ETH/USD,33,2025-09-12 22:00,2025-09-15 08:00,"4,653.17","4,550.01",0.01612,-2.26,ATR
ETH/USD,34,2025-09-13 02:00,2025-09-14 14:00,"4,698.17","4,601.66",0.01596,-2.13,ATR
ETH/USD,35,2025-09-13 07:00,2025-09-13 16:00,"4,716.34","4,622.32",0.0159,-2.09,ATR
ETH/USD,36,2025-09-13 11:00,2025-09-13 16:00,"4,712.45","4,627.00",0.01592,-1.95,ATR
ETH/USD,37,2025-09-13 14:00,2025-09-15 08:00,"4,668.76","4,573.77",0.01606,-2.12,ATR
ETH/USD,38,2025-09-13 19:00,2025-09-15 08:00,"4,648.00","4,552.15",0.01614,-2.14,ATR
ETH/USD,39,2025-09-13 21:00,2025-09-15 08:00,"4,659.83","4,568.07",0.0161,-2.07,ATR
ETH/USD,40,2025-09-18 02:00,2025-09-19 09:00,"4,621.87","4,518.59",0.01623,-2.27,ATR
ETH/USD,41,2025-09-22 08:00,2025-09-24 04:00,"4,194.14","4,087.91",0.01788,-2.49,ATR
ETH/USD,42,2025-09-22 11:00,2025-09-24 04:00,"4,180.03","4,077.20",0.01794,-2.44,ATR
ETH/USD,43,2025-09-30 11:00,2025-09-30 15:00,"4,159.64","4,094.64",0.01803,-1.77,ATR
ETH/USD,44,2025-10-01 12:00,2025-10-03 04:00,"4,310.08","4,479.43",0.0174,+2.34,ATR
ETH/USD,45,2025-10-01 16:00,2025-10-03 04:00,"4,336.97","4,479.43",0.01729,+1.85,ATR
ETH/USD,46,2025-10-01 22:00,2025-10-02 15:00,"4,300.42","4,359.26",0.01744,+0.42,ATR
ETH/USD,47,2025-10-02 08:00,2025-10-03 04:00,"4,386.81","4,479.43",0.0171,+0.98,ATR
ETH/USD,48,2025-10-02 12:00,2025-10-03 04:00,"4,387.75","4,479.43",0.01709,+0.96,ATR
ETH/USD,49,2025-10-02 18:00,2025-10-05 09:00,"4,470.04","4,549.19",0.01678,+0.72,ATR
ETH/USD,50,2025-10-03 10:00,2025-10-05 09:00,"4,476.90","4,549.19",0.01675,+0.61,ATR
ETH/USD,51,2025-10-05 13:00,2025-10-06 23:00,"4,529.75","4,660.49",0.01656,+1.56,ATR
ETH/USD,52,2025-10-07 08:00,2025-10-07 14:00,"4,680.15","4,591.17",0.01603,-2.02,ATR
ETH/USD,53,2025-10-07 13:00,2025-10-07 14:00,"4,742.10","4,647.90",0.01582,-2.08,ATR
ETH/USD,54,2025-10-11 02:00,2025-10-11 02:00,"3,762.90","3,795.41",0.01993,+0.05,ATR
ETH/USD,55,2025-10-20 23:00,2025-10-21 04:00,"3,986.23","3,897.86",0.01881,-2.26,ATR
ETH/USD,56,2025-10-27 10:00,2025-10-28 02:00,"4,165.79","4,088.30",0.018,-1.99,ATR
ETH/USD,57,2025-10-27 16:00,2025-10-28 02:00,"4,174.89","4,087.01",0.01796,-2.17,ATR
ETH/USD,58,2025-10-27 20:00,2025-10-27 21:00,"4,190.91","4,102.17",0.0179,-2.18,ATR
ETH/USD,59,2025-10-28 07:00,2025-10-28 19:00,"4,114.94","4,030.05",0.01823,-2.14,ATR
ETH/USD,60,2025-11-02 08:00,2025-11-02 10:00,"3,913.72","3,864.91",0.01916,-1.53,ATR
ETH/USD,61,2025-11-09 19:00,2025-11-10 00:00,"3,539.87","3,577.39",0.02119,+0.19,ATR
ETH/USD,62,2025-11-10 18:00,2025-11-11 17:00,"3,546.99","3,459.48",0.02114,-2.44,ATR
ETH/USD,63,2025-11-10 20:00,2025-11-11 15:00,"3,569.59","3,482.31",0.02101,-2.43,ATR
ETH/USD,64,2025-11-10 23:00,2025-11-11 14:00,"3,579.47","3,490.21",0.02095,-2.46,ATR
ETH/USD,65,2025-11-27 00:00,2025-12-01 00:00,"3,033.37","2,956.28",0.02473,-2.50,ATR
ETH/USD,66,2025-12-03 13:00,2025-12-04 11:00,"3,086.13","3,177.66",0.0243,+1.62,ATR
ETH/USD,67,2025-12-03 15:00,2025-12-04 11:00,"3,094.86","3,177.66",0.02423,+1.40,ATR
ETH/USD,68,2025-12-03 22:00,2025-12-04 19:00,"3,162.44","3,074.90",0.02372,-2.67,ATR
ETH/USD,69,2025-12-04 03:00,2025-12-04 14:00,"3,223.43","3,138.04",0.02327,-2.58,ATR
ETH/USD,70,2025-12-04 23:00,2025-12-05 16:00,"3,140.84","3,049.36",0.02388,-2.78,ATR
ETH/USD,71,2025-12-05 01:00,2025-12-05 16:00,"3,148.83","3,061.16",0.02382,-2.68,ATR
ETH/USD,72,2025-12-05 11:00,2025-12-05 16:00,"3,130.31","3,050.17",0.02396,-2.51,ATR
ETH/USD,73,2025-12-08 00:00,2025-12-08 15:00,"3,069.54","3,118.15",0.02443,+0.58,ATR
ETH/USD,74,2025-12-09 20:00,2025-12-11 01:00,"3,351.47","3,252.73",0.02238,-2.80,ATR
ETH/USD,75,2025-12-10 01:00,2025-12-10 18:00,"3,315.72","3,360.93",0.02262,+0.42,ATR
ETH/USD,76,2025-12-10 04:00,2025-12-10 18:00,"3,310.08","3,360.93",0.02266,+0.55,ATR
ETH/USD,77,2025-12-10 06:00,2025-12-10 18:00,"3,321.66","3,360.93",0.02258,+0.28,ATR
ETH/USD,78,2025-12-10 10:00,2025-12-11 00:00,"3,349.16","3,271.08",0.02239,-2.34,ATR
ETH/USD,79,2025-12-10 19:00,2025-12-11 00:00,"3,391.15","3,297.48",0.02212,-2.66,ATR
ETH/USD,80,2025-12-22 12:00,2025-12-22 18:00,"3,054.63","3,004.83",0.02455,-1.82,ATR
ETH/USD,81,2025-12-22 17:00,2025-12-22 19:00,"3,049.66","2,994.09",0.02459,-1.96,ATR
ETH/USD,82,2025-12-22 23:00,2025-12-23 06:00,"3,010.02","2,951.90",0.02492,-2.04,ATR
ETH/USD,83,2025-12-26 09:00,2025-12-26 14:00,"2,967.51","2,918.26",0.02527,-1.84,ATR
ETH/USD,84,2025-12-29 08:00,2025-12-29 09:00,"3,020.37","2,976.23",0.02483,-1.69,ATR
ETH/USD,85,2026-01-01 23:00,2026-01-02 14:00,"3,002.62","3,064.15",0.02498,+0.93,ATR
ETH/USD,86,2026-01-02 18:00,2026-01-05 01:00,"3,124.65","3,182.30",0.024,+0.78,ATR
ETH/USD,87,2026-01-02 21:00,2026-01-05 01:00,"3,119.26","3,182.30",0.02404,+0.91,ATR
ETH/USD,88,2026-01-03 05:00,2026-01-05 01:00,"3,119.83","3,182.30",0.02404,+0.90,ATR
ETH/USD,89,2026-01-03 11:00,2026-01-05 01:00,"3,100.82","3,182.30",0.02419,+1.36,ATR
ETH/USD,90,2026-01-05 07:00,2026-01-06 00:00,"3,158.47","3,211.32",0.02375,+0.65,ATR
ETH/USD,91,2026-01-05 21:00,2026-01-06 18:00,"3,248.48","3,180.91",0.02309,-2.15,ATR
ETH/USD,92,2026-01-06 02:00,2026-01-07 15:00,"3,220.84","3,156.39",0.02329,-2.09,ATR
ETH/USD,93,2026-01-06 07:00,2026-01-07 14:00,"3,240.87","3,179.15",0.02314,-2.02,ATR
ETH/USD,94,2026-01-06 13:00,2026-01-06 18:00,"3,237.56","3,187.55",0.02317,-1.75,ATR
ETH/USD,95,2026-01-06 15:00,2026-01-06 17:00,"3,271.67","3,210.08",0.02292,-2.01,ATR
ETH/USD,96,2026-01-06 21:00,2026-01-07 15:00,"3,246.81","3,167.36",0.0231,-2.43,ATR
ETH/USD,97,2026-01-07 01:00,2026-01-07 14:00,"3,258.78","3,179.12",0.02301,-2.43,ATR
ETH/USD,98,2026-01-07 03:00,2026-01-07 14:00,"3,268.41","3,191.79",0.02295,-2.35,ATR
ETH/USD,99,2026-01-12 07:00,2026-01-12 08:00,"3,157.60","3,110.82",0.02375,-1.71,ATR
ETH/USD,100,2026-01-12 13:00,2026-01-12 14:00,"3,118.98","3,076.95",0.02405,-1.61,ATR
ETH/USD,101,2026-01-14 00:00,2026-01-16 15:00,"3,331.08","3,248.86",0.02252,-2.44,ATR
ETH/USD,102,2026-01-14 11:00,2026-01-19 00:00,"3,312.60","3,245.64",0.02264,-2.11,ATR
ETH/USD,103,2026-01-14 14:00,2026-01-19 00:00,"3,310.11","3,240.54",0.02266,-2.17,ATR
ETH/USD,104,2026-01-15 07:00,2026-01-19 00:00,"3,319.05","3,246.47",0.0226,-2.23,ATR
ETH/USD,105,2026-01-15 10:00,2026-01-15 15:00,"3,367.06","3,296.59",0.02227,-2.16,ATR
ETH/USD,106,2026-01-15 23:00,2026-01-19 00:00,"3,313.60","3,238.96",0.02263,-2.28,ATR
ETH/USD,107,2026-01-20 10:00,2026-01-20 14:00,"3,095.99","3,039.28",0.02422,-1.97,ATR
ETH/USD,108,2026-01-20 15:00,2026-01-20 22:00,"3,046.77","2,979.13",0.02462,-2.26,ATR
ETH/USD,109,2026-01-21 00:00,2026-01-21 17:00,"2,941.82","2,865.73",0.02549,-2.53,ATR
ETH/USD,110,2026-01-31 20:00,2026-02-01 07:00,"2,386.61","2,396.96",0.03143,-0.28,ATR
ETH/USD,111,2026-02-08 05:00,2026-02-08 23:00,"2,086.94","2,092.90",0.03594,-0.39,ATR
ETH/USD,112,2026-02-08 08:00,2026-02-08 23:00,"2,085.27","2,092.90",0.03597,-0.33,ATR
ETH/USD,113,2026-02-21 19:00,2026-02-22 12:00,"1,992.60","1,966.40",0.03764,-1.58,ATR
ETH/USD,114,2026-02-26 00:00,2026-02-26 16:00,"2,058.08","1,982.40",0.03644,-3.35,ATR
ETH/USD,115,2026-02-26 06:00,2026-02-26 16:00,"2,066.88","2,001.28",0.03629,-2.97,ATR
ETH/USD,116,2026-02-26 11:00,2026-02-26 16:00,"2,065.79","2,007.16",0.03631,-2.72,ATR
ETH/USD,117,2026-02-26 22:00,2026-02-27 11:00,"2,031.54","1,969.23",0.03692,-2.89,ATR
ETH/USD,118,2026-02-27 02:00,2026-02-27 11:00,"2,024.62","1,967.46",0.03704,-2.71,ATR
ETH/USD,119,2026-03-01 10:00,2026-03-01 20:00,"1,981.77","1,916.12",0.03784,-3.07,ATR
ETH/USD,120,2026-03-02 21:00,2026-03-03 08:00,"2,036.97","1,960.33",0.03682,-3.41,ATR
ETH/USD,121,2026-03-03 01:00,2026-03-03 08:00,"2,036.51","1,965.68",0.03683,-3.20,ATR
ETH/USD,122,2026-03-03 03:00,2026-03-03 08:00,"2,014.84","1,947.83",0.03722,-3.08,ATR
ETH/USD,123,2026-03-04 14:00,2026-03-04 15:00,"2,064.64","2,092.64",0.03633,+0.41,ATR
ETH/USD,124,2026-03-04 19:00,2026-03-05 15:00,"2,163.13","2,084.21",0.03467,-3.33,ATR
ETH/USD,125,2026-03-04 21:00,2026-03-05 15:00,"2,152.42","2,077.41",0.03484,-3.20,ATR
ETH/USD,126,2026-03-05 07:00,2026-03-05 16:00,"2,129.64","2,060.61",0.03522,-3.02,ATR
ETH/USD,127,2026-03-05 09:00,2026-03-06 09:00,"2,118.39","2,051.26",0.0354,-2.97,ATR
ETH/USD,128,2026-03-10 06:00,2026-03-13 00:00,"2,043.40","2,099.48",0.0367,+1.45,ATR
ETH/USD,129,2026-03-10 09:00,2026-03-13 00:00,"2,058.35","2,099.48",0.03644,+0.89,ATR
ETH/USD,130,2026-03-10 18:00,2026-03-11 07:00,"2,072.51","2,009.52",0.03619,-2.87,ATR
ETH/USD,131,2026-03-11 00:00,2026-03-13 00:00,"2,037.08","2,099.48",0.03682,+1.69,ATR
ETH/USD,132,2026-03-12 01:00,2026-03-13 00:00,"2,049.96","2,099.48",0.03659,+1.20,ATR
ETH/USD,133,2026-03-12 16:00,2026-03-13 00:00,"2,073.48","2,099.48",0.03617,+0.34,ATR
ETH/USD,134,2026-03-12 20:00,2026-03-13 00:00,"2,071.72","2,099.48",0.0362,+0.40,ATR
ETH/USD,135,2026-03-13 07:00,2026-03-13 13:00,"2,100.75","2,153.95",0.0357,+1.29,ATR
ETH/USD,136,2026-03-13 13:00,2026-03-13 18:00,"2,147.45","2,090.19",0.03493,-2.59,ATR
ETH/USD,137,2026-03-13 15:00,2026-03-13 22:00,"2,152.38","2,086.15",0.03485,-2.90,ATR
ETH/USD,138,2026-03-13 20:00,2026-03-15 22:00,"2,103.67","2,155.94",0.03565,+1.26,ATR
ETH/USD,139,2026-03-14 00:00,2026-03-15 22:00,"2,090.65","2,155.94",0.03587,+1.73,ATR
ETH/USD,140,2026-03-14 02:00,2026-03-15 22:00,"2,096.22","2,155.94",0.03578,+1.53,ATR
ETH/USD,141,2026-03-14 04:00,2026-03-15 22:00,"2,101.82","2,155.94",0.03568,+1.32,ATR
ETH/USD,142,2026-03-14 06:00,2026-03-15 22:00,"2,092.21","2,155.94",0.03585,+1.68,ATR
ETH/USD,143,2026-03-16 01:00,2026-03-16 03:00,"2,172.79","2,205.20",0.03452,+0.51,ATR
ETH/USD,144,2026-03-16 18:00,2026-03-18 12:00,"2,316.79","2,248.35",0.03237,-2.81,ATR
ETH/USD,145,2026-03-16 22:00,2026-03-17 04:00,"2,366.51","2,297.42",0.03169,-2.78,ATR
ETH/USD,146,2026-03-17 07:00,2026-03-18 12:00,"2,316.44","2,247.42",0.03238,-2.83,ATR
ETH/USD,147,2026-03-17 12:00,2026-03-18 11:00,"2,328.82","2,267.27",0.03221,-2.57,ATR
ETH/USD,148,2026-03-17 17:00,2026-03-18 11:00,"2,328.39","2,263.13",0.03221,-2.69,ATR
ETH/USD,149,2026-03-18 01:00,2026-03-18 11:00,"2,326.62","2,272.20",0.03224,-2.35,ATR
ETH/USD,150,2026-03-24 04:00,2026-03-26 09:00,"2,143.50","2,086.63",0.03499,-2.58,ATR
ETH/USD,151,2026-03-30 05:00,2026-04-01 13:00,"2,052.50","2,117.82",0.03654,+1.78,ATR
ETH/USD,152,2026-04-01 08:00,2026-04-02 02:00,"2,131.95","2,076.73",0.03518,-2.53,ATR
ETH/USD,153,2026-04-01 11:00,2026-04-02 02:00,"2,133.06","2,084.37",0.03516,-2.31,ATR
ETH/USD,154,2026-04-01 22:00,2026-04-02 01:00,"2,158.23","2,107.62",0.03475,-2.35,ATR
ETH/USD,155,2026-04-02 00:00,2026-04-02 01:00,"2,141.42","2,093.16",0.03502,-2.28,ATR
ETH/USD,156,2026-04-04 22:00,2026-04-05 05:00,"2,071.65","2,053.05",0.0362,-1.27,ATR
ETH/USD,157,2026-04-06 09:00,2026-04-06 23:00,"2,140.28","2,099.74",0.03504,-2.02,ATR
ETH/USD,158,2026-04-06 16:00,2026-04-06 17:00,"2,167.48","2,128.04",0.0346,-1.96,ATR
ETH/USD,159,2026-04-06 18:00,2026-04-06 23:00,"2,135.21","2,095.46",0.03513,-1.99,ATR
ETH/USD,160,2026-04-07 04:00,2026-04-07 14:00,"2,108.87","2,069.43",0.03556,-2.00,ATR
ETH/USD,161,2026-04-07 09:00,2026-04-07 12:00,"2,115.80","2,079.57",0.03545,-1.88,ATR
ETH/USD,162,2026-04-08 16:00,2026-04-09 01:00,"2,216.59","2,164.11",0.03384,-2.37,ATR
ETH/USD,163,2026-04-09 06:00,2026-04-11 05:00,"2,185.58","2,230.01",0.03432,+0.92,ATR
ETH/USD,164,2026-04-09 09:00,2026-04-11 05:00,"2,184.41","2,230.01",0.03433,+0.96,ATR
ETH/USD,165,2026-04-10 18:00,2026-04-11 20:00,"2,250.12","2,297.92",0.03333,+0.99,ATR
ETH/USD,166,2026-04-11 02:00,2026-04-11 20:00,"2,245.19","2,297.92",0.0334,+1.15,ATR
ETH/USD,167,2026-04-11 05:00,2026-04-11 18:00,"2,243.02","2,281.59",0.03344,+0.68,ATR
ETH/USD,168,2026-04-11 20:00,2026-04-11 23:00,"2,317.38","2,276.31",0.03236,-1.92,ATR
ETH/USD,169,2026-04-13 20:00,2026-04-13 22:00,"2,264.34","2,312.13",0.03312,+0.98,ATR
ETH/USD,170,2026-04-14 01:00,2026-04-16 13:00,"2,361.11","2,295.87",0.03176,-2.66,ATR
ETH/USD,171,2026-04-14 06:00,2026-04-16 13:00,"2,357.18","2,303.35",0.03182,-2.31,ATR
ETH/USD,172,2026-04-14 09:00,2026-04-14 15:00,"2,389.98","2,340.34",0.03138,-2.15,ATR
ETH/USD,173,2026-04-14 14:00,2026-04-14 15:00,"2,391.77","2,338.05",0.03136,-2.28,ATR
ETH/USD,174,2026-04-14 20:00,2026-04-17 13:00,"2,316.43","2,394.23",0.03238,+1.91,ATR
ETH/USD,175,2026-04-15 00:00,2026-04-17 13:00,"2,327.21","2,394.23",0.03223,+1.55,ATR
ETH/USD,176,2026-04-15 04:00,2026-04-17 13:00,"2,330.23","2,394.23",0.03219,+1.45,ATR
ETH/USD,177,2026-04-18 05:00,2026-04-18 10:00,"2,408.92","2,365.03",0.03113,-1.96,ATR
ETH/USD,178,2026-04-18 07:00,2026-04-18 08:00,"2,410.71","2,370.80",0.03111,-1.84,ATR
ETH/USD,179,2026-04-22 07:00,2026-04-23 00:00,"2,394.96","2,343.45",0.03132,-2.21,ATR
ETH/USD,180,2026-04-22 17:00,2026-04-23 03:00,"2,389.38","2,340.98",0.03139,-2.11,ATR
ETH/USD,181,2026-04-22 21:00,2026-04-23 00:00,"2,394.81","2,350.59",0.03132,-1.98,ATR
ETH/USD,182,2026-04-26 09:00,2026-04-27 05:00,"2,331.82","2,376.86",0.03216,+0.84,ATR
ETH/USD,183,2026-04-27 01:00,2026-04-27 05:00,"2,392.84","2,357.91",0.03134,-1.69,ATR
ETH/USD,184,2026-05-02 00:00,2026-05-04 02:00,"2,297.18","2,354.17",0.03265,+1.25,ATR
ETH/USD,185,2026-05-03 17:00,2026-05-05 14:00,"2,328.82","2,370.06",0.03221,+0.72,ATR
ETH/USD,186,2026-05-03 21:00,2026-05-06 09:00,"2,330.12","2,386.44",0.03219,+1.21,ATR
ETH/USD,187,2026-05-04 04:00,2026-05-04 10:00,"2,387.22","2,346.75",0.03142,-1.87,ATR
ETH/USD,188,2026-05-04 14:00,2026-05-06 09:00,"2,338.54","2,386.44",0.03207,+0.93,ATR
ETH/USD,189,2026-05-04 16:00,2026-05-06 13:00,"2,349.89","2,392.86",0.03192,+0.77,ATR
ETH/USD,190,2026-05-04 20:00,2026-05-07 13:00,"2,355.07","2,305.99",0.03185,-2.16,ATR
ETH/USD,191,2026-05-04 23:00,2026-05-07 13:00,"2,355.24","2,310.37",0.03184,-2.02,ATR
ETH/USD,192,2026-05-05 14:00,2026-05-06 14:00,"2,387.28","2,350.19",0.03142,-1.76,ATR
ETH/USD,193,2026-05-10 18:00,2026-05-10 20:00,"2,365.52","2,343.24",0.03171,-1.30,ATR
ETH/USD,194,2026-05-15 01:00,2026-05-15 05:00,"2,293.56","2,256.14",0.0327,-1.82,ATR
ETH/USD,195,2026-05-24 18:00,2026-05-24 21:00,"2,103.56","2,075.27",0.03565,-1.60,ATR
ETH/USD,196,2026-06-09 06:00,2026-06-09 14:00,"1,688.08","1,641.17",0.04443,-2.68,ATR
ETH/USD,197,2026-06-09 11:00,2026-06-09 14:00,"1,674.36","1,632.91",0.04479,-2.45,ATR
ETH/USD,198,2026-06-09 13:00,2026-06-09 14:00,"1,677.16","1,636.27",0.04472,-2.42,ATR
ETH/USD,199,2026-06-12 08:00,2026-06-14 21:00,"1,660.75","1,708.91",0.04516,+1.57,ATR
ETH/USD,200,2026-06-15 17:00,2026-06-15 22:00,"1,842.84","1,799.67",0.0407,-2.35,ATR
ETH/USD,201,2026-06-15 23:00,2026-06-17 12:00,"1,789.36","1,746.97",0.04191,-2.37,ATR
ETH/USD,202,2026-06-16 04:00,2026-06-16 12:00,"1,779.08","1,801.44",0.04216,+0.34,ATR
ETH/USD,203,2026-06-16 06:00,2026-06-16 12:00,"1,761.96","1,801.44",0.04257,+1.07,ATR
ETH/USD,204,2026-06-16 10:00,2026-06-17 12:00,"1,789.40","1,747.47",0.04191,-2.35,ATR
ETH/USD,205,2026-06-16 18:00,2026-06-17 12:00,"1,794.82","1,746.89",0.04179,-2.59,ATR
ETH/USD,206,2026-06-17 01:00,2026-06-17 12:00,"1,793.43","1,753.56",0.04182,-2.26,ATR
ETH/USD,207,2026-06-20 20:00,2026-06-21 21:00,"1,728.04","1,701.16",0.0434,-1.76,ATR
ETH/USD,208,2026-06-22 06:00,2026-06-23 06:00,"1,735.55","1,705.49",0.04321,-1.89,ATR
ETH/USD,209,2026-06-22 18:00,2026-06-23 06:00,"1,740.05","1,705.38",0.0431,-2.09,ATR
ETH/USD,210,2026-06-24 17:00,2026-06-25 11:00,"1,588.56","1,626.75",0.04721,+1.20,ATR
ETH/USD,211,2026-06-30 06:00,2026-06-30 12:00,"1,590.17","1,557.50",0.04716,-2.13,ATR
ETH/USD,212,2026-07-02 15:00,2026-07-03 20:00,"1,700.71","1,741.89",0.0441,+1.21,ATR
ETH/USD,213,2026-07-02 22:00,2026-07-03 20:00,"1,699.22","1,741.89",0.04414,+1.28,ATR
ETH/USD,214,2026-07-03 14:00,2026-07-04 17:00,"1,746.99","1,779.98",0.04293,+0.81,ATR
ETH/USD,215,2026-07-03 21:00,2026-07-06 13:00,"1,765.33","1,727.73",0.04248,-2.19,ATR
ETH/USD,216,2026-07-05 05:00,2026-07-06 12:00,"1,766.89","1,739.58",0.04245,-1.75,ATR
ETH/USD,217,2026-07-05 08:00,2026-07-06 12:00,"1,769.58","1,743.98",0.04238,-1.68,ATR
ETH/USD,218,2026-07-10 04:00,2026-07-13 00:00,"1,775.45","1,822.43",0.04224,+1.38,ATR
ETH/USD,219,2026-07-10 12:00,2026-07-10 14:00,"1,800.80","1,772.30",0.04165,-1.78,ATR
ETH/USD,220,2026-07-10 14:00,2026-07-13 12:00,"1,803.49","1,770.32",0.04159,-1.97,ATR
ETH/USD,221,2026-07-10 19:00,2026-07-13 00:00,"1,784.53","1,822.43",0.04203,+0.99,ATR
ETH/USD,222,2026-07-10 21:00,2026-07-13 00:00,"1,789.63","1,822.43",0.04191,+0.77,ATR
ETH/USD,223,2026-07-12 02:00,2026-07-13 03:00,"1,806.21","1,780.56",0.04152,-1.66,ATR
ETH/USD,224,2026-07-12 04:00,2026-07-13 03:00,"1,811.30","1,785.89",0.04141,-1.65,ATR
ETH/USD,225,2026-07-12 08:00,2026-07-13 03:00,"1,798.50","1,773.62",0.0417,-1.63,ATR
ETH/USD,226,2026-07-15 09:00,2026-07-15 17:00,"1,878.83","1,916.79",0.03992,+0.91,EOD
ETH/USD,227,2026-07-15 14:00,2026-07-15 17:00,"1,924.93","1,916.79",0.03896,-0.92,EOD
