symbol,timestamp_utc,open,high,low,close,volume,ema20,ema50,ema200,rsi14,macd_line,macd_signal,macd_hist,atr14,adx14,bb_upper,bb_mid,bb_lower,bb_width_pct,atr_percentile,bb_width_percentile,ema_stack,higher_high_higher_low,lower_high_lower_low,regime,strong_uptrend,panic,compression,supertrend_dir_10_3,donchian_high20,donchian_low10,keltner_upper_20_10_2,keltner_mid20,atr_breakout_level_14_1p5
ETH/USD,2026-04-19T19:00:00+00:00,2299.78,2301.36,2296.39,2298.11,21.6168,2325.036211,2344.314414,2313.923707,31.76,-14.627625,-12.876329,-1.751295,14.493776,39.37,2358.344747,2325.339,2292.333253,2.839,29.2,45.2,MIXED,False,True,REVERSAL,False,False,False,-1,2355.58,2288.89,2354.314506,2325.036211,2316.740663
ETH/USD,2026-04-19T20:00:00+00:00,2292.76,2295.81,2274.78,2283.52,24.213,2321.082286,2341.930319,2313.621183,27.4,-16.145635,-13.530191,-2.615445,15.124934,40.27,2357.851851,2322.0525,2286.253149,3.083,35.6,49.9,MIXED,False,True,REVERSAL,False,False,False,-1,2352.98,2274.78,2352.098752,2321.082286,2320.797402
ETH/USD,2026-04-19T21:00:00+00:00,2281.45,2289.65,2275.94,2275.94,10.3903,2316.783021,2339.342464,2313.246245,25.45,-17.755636,-14.37528,-3.380357,15.023868,41.11,2357.330609,2318.4225,2279.514391,3.356,34.3,54.5,MIXED,False,True,REVERSAL,False,False,False,-1,2348.07,2274.78,2347.43984,2316.783021,2306.055801
ETH/USD,2026-04-19T22:00:00+00:00,2274.97,2274.97,2253.54,2272.33,31.2018,2312.5494,2336.714524,2312.839119,24.55,-19.102667,-15.320757,-3.78191,15.550734,42.5,2357.646334,2315.0945,2272.542666,3.676,41.1,60.0,MIXED,False,True,REVERSAL,False,False,False,-1,2348.07,2253.54,2344.620537,2312.5494,2299.266101
ETH/USD,2026-04-19T23:00:00+00:00,2267.42,2269.18,2257.44,2263.1,5.8196,2307.839933,2333.82768,2312.344202,22.38,-20.676635,-16.391933,-4.284702,15.503539,43.8,2357.567071,2311.18,2264.792929,4.014,40.5,65.3,MIXED,False,True,REVERSAL,False,False,False,-1,2348.07,2253.54,2339.681957,2307.839933,2295.585308
ETH/USD,2026-04-20T00:00:00+00:00,2263.76,2283.29,2259.54,2281.2,31.8382,2305.302796,2331.763849,2312.034309,34.6,-20.230295,-17.159605,-3.07069,16.092572,43.67,2355.511181,2308.563,2261.614819,4.067,47.2,65.9,MIXED,False,True,NEUTRAL,False,False,False,-1,2348.07,2253.54,2338.710618,2305.302796,2287.238858
ETH/USD,2026-04-20T01:00:00+00:00,2280.54,2294.56,2278.97,2285.83,8.2705,2303.448244,2329.962522,2311.77357,37.32,-19.280709,-17.583826,-1.696883,16.056674,42.62,2352.182229,2306.0425,2259.902771,4.002,46.9,65.2,MIXED,False,True,NEUTRAL,False,False,False,-1,2348.07,2253.54,2336.633284,2303.448244,2305.285011
ETH/USD,2026-04-20T02:00:00+00:00,2284.08,2285.22,2272.75,2279.72,7.5502,2301.188412,2327.992227,2311.454629,35.24,-18.804415,-17.827944,-0.976472,15.844054,41.9,2349.702841,2303.544,2257.385159,4.008,44.0,65.3,MIXED,False,True,NEUTRAL,False,False,False,-1,2348.07,2253.54,2333.670947,2301.188412,2309.596081
ETH/USD,2026-04-20T03:00:00+00:00,2278.65,2287.82,2277.95,2286.84,4.1263,2299.821896,2326.378414,2311.209707,39.47,-17.648978,-17.792151,0.143172,15.417336,41.03,2348.074707,2301.938,2255.801293,4.009,39.3,65.6,MIXED,False,True,NEUTRAL,False,False,False,-1,2348.07,2253.54,2331.030178,2299.821896,2302.846004
ETH/USD,2026-04-20T04:00:00+00:00,2285.96,2285.96,2280.3,2285.42,0.9684,2298.450287,2324.772202,2310.953093,38.93,-16.65587,-17.564895,0.909025,14.783241,40.21,2346.240195,2300.2615,2254.282805,3.998,32.1,65.2,MIXED,False,True,NEUTRAL,False,False,False,-1,2348.07,2253.54,2327.845741,2298.450287,2309.014861
ETH/USD,2026-04-20T05:00:00+00:00,2281.55,2281.55,2265.68,2272.04,0.1874,2295.935022,2322.704272,2310.565898,34.13,-16.755334,-17.402982,0.647649,15.137295,40.1,2345.682705,2298.359,2251.035295,4.118,36.3,66.9,MIXED,False,True,NEUTRAL,False,False,False,-1,2348.07,2253.54,2326.33893,2295.935022,2308.125942
ETH/USD,2026-04-20T06:00:00+00:00,2270.93,2288.26,2268.97,2282.52,1.3475,2294.657401,2321.128419,2310.286835,40.33,-15.806305,-17.083647,1.277342,15.433917,39.41,2344.293345,2296.9025,2249.511655,4.127,39.7,67.2,MIXED,False,True,NEUTRAL,False,False,False,-1,2348.07,2253.54,2325.878918,2294.657401,2295.190875
ETH/USD,2026-04-20T07:00:00+00:00,2286.92,2331.77,2283.77,2287.53,16.8811,2293.9786,2319.810834,2310.060399,43.09,-14.482978,-16.563513,2.080535,17.849351,37.16,2339.926949,2294.8115,2249.696051,3.932,65.7,64.5,MIXED,False,True,NEUTRAL,False,False,False,-1,2348.07,2253.54,2331.927966,2293.9786,2309.294027
ETH/USD,2026-04-20T08:00:00+00:00,2298.24,2307.96,2291.32,2294.88,19.1551,2294.064448,2318.833154,2309.90935,46.97,-12.69481,-15.789773,3.094963,18.033683,35.08,2334.726672,2292.955,2251.183328,3.643,67.3,58.9,MIXED,False,True,NEUTRAL,False,False,False,-1,2348.07,2257.44,2332.304877,2294.064448,2314.580525
ETH/USD,2026-04-20T09:00:00+00:00,2295.06,2313.77,2295.06,2307.83,12.0974,2295.375453,2318.401658,2309.88866,53.03,-10.116105,-14.655039,4.538934,18.094849,33.43,2328.374517,2291.423,2254.471483,3.225,68.1,51.3,MIXED,False,True,NEUTRAL,False,False,False,-1,2342.4,2259.54,2333.569839,2295.375453,2322.022273
ETH/USD,2026-04-20T10:00:00+00:00,2314.04,2319.82,2307.83,2307.83,4.9034,2296.5616,2317.987083,2309.868176,53.03,-7.980469,-13.320125,5.339656,17.658788,32.2,2319.896666,2289.746,2259.595334,2.634,64.0,39.3,MIXED,False,True,NEUTRAL,False,False,False,-1,2341.33,2265.68,2333.334548,2296.5616,2334.318182
ETH/USD,2026-04-20T11:00:00+00:00,2303.94,2312.83,2300.43,2312.83,4.6525,2298.110972,2317.784844,2309.897646,55.32,-5.817444,-11.819589,6.002145,17.28316,30.57,2316.25,2289.05,2261.85,2.377,60.0,33.9,MIXED,False,True,NEUTRAL,False,False,False,1,2331.77,2265.68,2333.686625,2298.110972,2333.754741
ETH/USD,2026-04-20T12:00:00+00:00,2307.15,2322.77,2305.41,2319.13,19.5855,2300.112784,2317.837595,2309.989511,58.09,-3.553906,-10.166452,6.612546,17.288649,29.55,2317.775991,2289.3645,2260.953009,2.482,60.3,35.6,MIXED,False,True,NEUTRAL,False,False,False,1,2331.77,2265.68,2335.602871,2300.112784,2338.762973
ETH/USD,2026-04-20T13:00:00+00:00,2318.22,2325.88,2302.65,2314.19,28.1416,2301.453471,2317.694552,2310.031307,55.2,-2.134053,-8.559972,6.425919,17.713031,28.77,2320.605321,2290.2895,2259.973679,2.647,64.9,39.9,MIXED,False,True,NEUTRAL,False,False,False,1,2331.77,2265.68,2338.04055,2301.453471,2345.699547
ETH/USD,2026-04-20T14:00:00+00:00,2307.14,2321.43,2283.43,2290.63,20.2187,2300.422664,2316.633197,2309.838259,43.96,-2.876743,-7.423327,4.546584,19.1621,26.81,2320.310766,2290.071,2259.831234,2.641,77.2,39.5,MIXED,False,True,NEUTRAL,False,False,False,1,2331.77,2265.68,2340.951035,2300.422664,2342.933151
ETH/USD,2026-04-20T15:00:00+00:00,2290.44,2318.71,2279.16,2314.19,25.3689,2301.733839,2316.537386,2309.88156,54.04,-1.546409,-6.247943,4.701534,20.618379,25.04,2322.738426,2290.875,2259.011574,2.782,87.6,43.6,MIXED,False,True,NEUTRAL,False,False,False,1,2331.77,2268.97,2346.119373,2301.733839,2321.557568
ETH/USD,2026-04-20T16:00:00+00:00,2314.19,2314.29,2300.0,2300.91,1.8135,2301.655378,2315.924547,2309.79229,48.72,-1.545875,-5.307529,3.761655,20.166352,23.39,2323.706585,2291.7445,2259.782415,2.789,85.2,44.1,MIXED,False,True,NEUTRAL,False,False,False,1,2331.77,2279.16,2344.460359,2301.655378,2344.439528
ETH/USD,2026-04-20T17:00:00+00:00,2300.7,2322.72,2299.91,2320.41,5.2164,2303.441533,2316.100447,2309.897939,55.63,0.027716,-4.24048,4.268196,20.355184,22.1,2327.377352,2293.968,2260.558648,2.913,86.1,47.2,MIXED,False,True,NEUTRAL,False,False,False,1,2331.77,2279.16,2346.528015,2303.441533,2331.442776
ETH/USD,2026-04-20T18:00:00+00:00,2319.09,2343.31,2319.09,2335.71,45.8752,2306.51472,2316.869449,2310.154776,60.16,2.480783,-2.896228,5.377011,20.631242,21.96,2333.617856,2297.137,2260.656144,3.176,87.6,50.9,MIXED,False,False,NEUTRAL,False,False,False,1,2343.31,2279.16,2350.136554,2306.51472,2351.356863
ETH/USD,2026-04-20T19:00:00+00:00,2334.65,2334.65,2327.34,2333.52,5.8443,2309.086652,2317.522412,2310.387265,59.23,4.19973,-1.477036,5.676766,19.755439,21.83,2336.911333,2300.658,2264.404667,3.152,82.0,50.5,MIXED,False,False,NEUTRAL,False,False,False,1,2343.31,2279.16,2350.020302,2309.086652,2365.343159
ETH/USD,2026-04-20T20:00:00+00:00,2331.13,2339.52,2327.77,2339.39,12.1857,2311.972685,2318.379965,2310.67585,60.97,5.966885,0.011748,5.955137,19.183622,21.95,2342.358661,2303.5675,2264.776339,3.368,77.5,54.9,MIXED,False,False,NEUTRAL,False,False,False,1,2343.31,2279.16,2351.16297,2311.972685,2362.295433
ETH/USD,2026-04-20T21:00:00+00:00,2338.33,2346.66,2317.05,2321.66,16.4123,2312.895286,2318.508593,2310.785145,53.52,5.869051,1.183209,4.685842,19.928363,21.27,2344.017249,2305.359,2266.700751,3.354,83.5,54.4,MIXED,False,False,NEUTRAL,False,False,False,1,2346.66,2279.16,2354.088543,2312.895286,2369.282545
ETH/USD,2026-04-20T22:00:00+00:00,2323.62,2328.57,2317.0,2321.47,3.1638,2313.711926,2318.624727,2310.891462,53.44,5.71036,2.088639,3.621721,19.331337,20.64,2344.829261,2307.4465,2270.063739,3.24,78.9,51.7,MIXED,False,False,NEUTRAL,False,False,False,1,2346.66,2279.16,2353.099857,2313.711926,2350.657006
ETH/USD,2026-04-20T23:00:00+00:00,2317.71,2317.71,2307.94,2313.97,2.4446,2313.736504,2318.442189,2310.922094,50.42,4.922663,2.655444,2.267219,18.916956,19.4,2345.047946,2308.803,2272.558054,3.14,74.8,49.9,MIXED,False,False,RANGE,False,False,False,1,2346.66,2279.16,2351.891642,2313.736504,2349.845434
ETH/USD,2026-04-21T00:00:00+00:00,2314.97,2324.12,2314.45,2320.17,3.8708,2314.349218,2318.509946,2311.014113,52.8,4.74401,3.073157,1.670853,18.290745,18.65,2345.441922,2310.5405,2275.639078,3.021,70.4,48.4,MIXED,False,False,RANGE,False,False,False,1,2346.66,2279.16,2350.718842,2314.349218,2341.406118
ETH/USD,2026-04-21T01:00:00+00:00,2319.66,2326.4,2312.62,2315.26,0.6939,2314.435959,2318.382497,2311.056361,50.72,4.158296,3.290185,0.868111,17.968549,18.1,2342.825023,2312.7015,2282.577977,2.605,67.7,37.2,MIXED,False,False,RANGE,False,False,False,1,2346.66,2299.91,2349.924621,2314.435959,2347.122823
ETH/USD,2026-04-21T02:00:00+00:00,2315.43,2315.43,2306.26,2309.9,36.7552,2314.003963,2318.04985,2311.044855,48.49,3.224437,3.277035,-0.052599,17.340081,17.1,2340.89055,2314.0705,2287.25045,2.318,61.2,29.7,MIXED,False,False,RANGE,False,False,False,1,2346.66,2299.91,2347.777759,2314.003963,2341.270122
ETH/USD,2026-04-21T03:00:00+00:00,2307.42,2312.42,2300.43,2312.42,1.7505,2313.853109,2317.829072,2311.058538,49.61,2.657061,3.15304,-0.49598,16.957933,16.01,2339.24793,2315.315,2291.38207,2.067,56.9,23.1,MIXED,False,False,RANGE,False,False,False,1,2346.66,2300.43,2346.647526,2313.853109,2335.336899
ETH/USD,2026-04-21T04:00:00+00:00,2311.33,2316.25,2305.22,2316.25,1.2632,2314.081385,2317.767147,2311.110194,51.35,2.487782,3.019989,-0.532206,16.534509,15.02,2338.403386,2316.3835,2294.363614,1.901,52.9,19.2,MIXED,False,False,RANGE,False,False,False,1,2346.66,2300.43,2345.802359,2314.081385,2337.221763
ETH/USD,2026-04-21T05:00:00+00:00,2316.38,2320.34,2313.45,2315.02,1.1004,2314.170777,2317.659416,2311.149098,50.75,2.228686,2.861728,-0.633042,15.845615,14.4,2338.424738,2316.743,2295.061262,1.872,44.8,18.5,MIXED,True,False,RANGE,False,False,False,1,2346.66,2300.43,2344.097654,2314.170777,2340.018423
ETH/USD,2026-04-21T06:00:00+00:00,2310.47,2326.32,2307.74,2320.83,4.8027,2314.804988,2317.783753,2311.245425,53.53,2.463769,2.782136,-0.318368,16.040928,14.24,2338.743882,2317.393,2296.042118,1.843,47.6,17.9,MIXED,True,False,RANGE,False,False,False,1,2346.66,2300.43,2345.455178,2314.804988,2339.081393
ETH/USD,2026-04-21T07:00:00+00:00,2314.29,2324.22,2313.38,2318.96,0.6428,2315.200704,2317.82988,2311.322187,52.5,2.470699,2.719849,-0.24915,15.669434,14.09,2338.955353,2317.6995,2296.443647,1.834,42.8,17.5,MIXED,True,False,RANGE,False,False,False,1,2346.66,2300.43,2344.953874,2315.200704,2344.33415
ETH/USD,2026-04-21T08:00:00+00:00,2317.39,2337.62,2314.4,2321.43,3.5786,2315.79397,2317.971061,2311.422762,53.77,2.64501,2.704881,-0.059871,16.20876,14.84,2339.124884,2317.8145,2296.504116,1.839,49.5,18.0,MIXED,True,False,RANGE,False,False,False,1,2346.66,2300.43,2347.215824,2315.79397,2343.27314
ETH/USD,2026-04-21T09:00:00+00:00,2320.95,2327.7,2320.16,2326.14,0.3232,2316.779306,2318.291412,2311.569202,56.17,3.127162,2.789337,0.337825,15.589563,15.53,2339.951262,2318.412,2296.872738,1.858,42.1,18.7,MIXED,True,False,RANGE,False,False,False,1,2346.66,2300.43,2346.566974,2316.779306,2344.814344
ETH/USD,2026-04-21T10:00:00+00:00,2326.78,2336.54,2326.78,2333.67,2.464,2318.387944,2318.894494,2311.789111,59.76,4.069963,3.045462,1.024501,15.21888,16.7,2338.938134,2320.564,2302.189866,1.584,36.9,12.5,MIXED,True,False,RANGE,False,False,False,1,2346.66,2300.43,2347.276845,2318.387944,2348.968319
ETH/USD,2026-04-21T11:00:00+00:00,2331.04,2331.18,2314.85,2319.33,2.6687,2318.477663,2318.911572,2311.864144,51.16,3.618312,3.160032,0.45828,15.476102,16.61,2338.973785,2320.821,2302.668215,1.564,40.4,12.1,MIXED,True,False,RANGE,False,False,False,1,2346.66,2300.43,2348.241675,2318.477663,2356.884154
ETH/USD,2026-04-21T12:00:00+00:00,2320.76,2323.28,2294.82,2311.88,17.0701,2317.849315,2318.635824,2311.864302,47.34,2.628918,3.053809,-0.424892,16.403524,15.82,2337.648901,2321.3695,2305.090099,1.403,51.7,10.9,MIXED,True,False,RANGE,False,False,False,1,2346.66,2294.82,2350.328925,2317.849315,2343.935286
ETH/USD,2026-04-21T13:00:00+00:00,2308.84,2316.5,2304.58,2312.81,3.1122,2317.36938,2318.407361,2311.873712,47.87,1.89798,2.822644,-0.924663,16.083272,15.09,2337.690104,2320.9895,2304.288896,1.439,48.1,11.6,MIXED,True,False,RANGE,False,False,False,1,2346.66,2294.82,2348.985029,2317.36938,2336.004908
ETH/USD,2026-04-21T14:00:00+00:00,2312.38,2327.05,2295.74,2302.2,11.8326,2315.924677,2317.771778,2311.777456,42.67,0.457298,2.349574,-1.892277,17.170895,14.37,2336.48815,2319.314,2302.13985,1.481,59.2,11.9,MIXED,True,False,RANGE,False,False,False,1,2346.66,2294.82,2350.640761,2315.924677,2338.566343
ETH/USD,2026-04-21T15:00:00+00:00,2303.07,2310.96,2291.06,2310.21,7.3042,2315.380422,2317.475238,2311.76186,47.32,-0.03768,1.872124,-1.909803,17.365831,13.36,2334.449798,2318.1485,2301.847202,1.406,62.0,11.1,MIXED,True,False,RANGE,False,False,False,1,2346.66,2291.06,2350.604898,2315.380422,2328.248747
ETH/USD,2026-04-21T16:00:00+00:00,2311.12,2324.14,2307.14,2307.14,13.476,2314.59562,2317.069934,2311.715871,45.79,-0.669953,1.363708,-2.033661,17.339701,13.29,2330.295682,2316.536,2302.776318,1.188,61.6,8.1,MIXED,True,False,RANGE,False,False,False,1,2346.66,2291.06,2349.697648,2314.59562,2336.219551
ETH/USD,2026-04-21T17:00:00+00:00,2305.8,2317.0,2285.75,2304.33,8.6194,2313.617942,2316.570329,2311.64238,44.37,-1.381849,0.814597,-2.196446,18.333293,12.87,2330.190925,2315.6695,2301.148075,1.254,71.3,9.5,MIXED,False,False,RANGE,False,False,False,1,2337.62,2285.75,2351.459767,2313.617942,2334.63994
ETH/USD,2026-04-21T18:00:00+00:00,2304.56,2313.35,2301.18,2311.25,3.8374,2313.392424,2316.361689,2311.638476,48.59,-1.371832,0.377311,-1.749143,17.893058,12.47,2329.546152,2315.1585,2300.770848,1.243,67.2,9.5,MIXED,False,False,RANGE,False,False,False,1,2337.62,2285.75,2349.884066,2313.392424,2331.169587
ETH/USD,2026-04-21T19:00:00+00:00,2314.29,2330.18,2288.0,2296.38,16.5139,2311.772193,2315.578093,2311.48665,41.33,-2.534561,-0.205063,-2.329498,19.62784,12.12,2330.836607,2314.279,2297.721393,1.431,81.2,12.0,MIXED,False,False,RANGE,False,False,False,1,2337.62,2285.75,2353.050671,2311.772193,2340.69176
ETH/USD,2026-04-21T20:00:00+00:00,2297.81,2323.53,2297.81,2318.39,25.5873,2312.40246,2315.688364,2311.55534,52.61,-1.660864,-0.496223,-1.16464,20.165137,11.79,2330.638768,2314.19,2297.741232,1.422,85.1,11.7,MIXED,False,False,RANGE,False,False,False,1,2337.62,2285.75,2354.983091,2312.40246,2326.627705
ETH/USD,2026-04-21T21:00:00+00:00,2314.71,2316.63,2311.18,2311.18,2.1104,2312.286035,2315.511565,2311.551605,49.27,-1.532572,-0.703493,-0.829079,19.23977,11.48,2330.477772,2313.986,2297.494228,1.425,77.7,11.9,MIXED,False,False,RANGE,False,False,False,1,2337.62,2285.75,2352.050603,2312.286035,2347.249655
ETH/USD,2026-04-21T22:00:00+00:00,2313.2,2316.13,2303.33,2311.48,2.1884,2312.20927,2315.353465,2311.550893,49.42,-1.390663,-0.840927,-0.549736,18.779786,10.7,2330.492736,2314.065,2297.637264,1.42,74.1,11.5,MIXED,False,False,RANGE,False,False,False,1,2337.62,2285.75,2350.557381,2312.20927,2339.34968
ETH/USD,2026-04-21T23:00:00+00:00,2310.77,2329.01,2310.77,2326.87,2.7671,2313.60553,2315.805093,2311.703322,56.27,-0.035939,-0.679929,0.64399,18.74123,10.73,2332.109015,2314.7875,2297.465985,1.497,73.6,12.7,MIXED,False,False,RANGE,False,False,False,1,2337.62,2285.75,2351.76683,2313.60553,2339.591845
ETH/USD,2026-04-22T00:00:00+00:00,2328.29,2328.99,2322.54,2325.0,2.0258,2314.690718,2316.165678,2311.835627,55.29,0.876689,-0.368606,1.245295,17.863285,10.76,2333.105171,2315.225,2297.344829,1.545,66.0,12.7,MIXED,False,False,RANGE,False,False,False,1,2337.62,2285.75,2350.325887,2314.690718,2353.664928
ETH/USD,2026-04-22T01:00:00+00:00,2326.45,2327.72,2314.4,2320.45,5.7761,2315.239221,2316.333691,2311.921342,52.88,1.218758,-0.051133,1.269891,17.538765,10.17,2333.5203,2315.4965,2297.4727,1.557,62.8,12.8,MIXED,False,False,RANGE,False,False,False,1,2337.62,2285.75,2349.974874,2315.239221,2351.308147
ETH/USD,2026-04-22T02:00:00+00:00,2324.01,2373.49,2322.43,2370.24,51.7183,2320.47739,2318.447664,2312.501627,68.89,5.444723,1.048038,4.396685,20.074567,11.86,2347.86892,2317.967,2288.06508,2.58,84.3,36.3,UP,True,False,RANGE,False,False,False,1,2373.49,2285.75,2362.347478,2320.47739,2350.561851
ETH/USD,2026-04-22T03:00:00+00:00,2373.44,2378.39,2356.85,2365.03,19.9898,2324.720496,2320.274422,2313.024298,66.35,8.278004,2.494032,5.783973,20.179241,13.6,2356.542918,2320.2705,2283.998082,3.127,85.2,49.7,UP,True,False,RANGE,False,False,False,1,2378.39,2288.0,2366.711575,2324.720496,2400.508862
ETH/USD,2026-04-22T04:00:00+00:00,2364.93,2368.83,2359.92,2362.44,6.7775,2328.31283,2321.927974,2313.515996,65.07,10.196865,4.034598,6.162267,19.374295,15.22,2362.993529,2322.321,2281.648471,3.503,78.8,56.5,UP,True,False,RANGE,False,False,False,1,2378.39,2288.0,2367.886801,2328.31283,2394.091443
ETH/USD,2026-04-22T05:00:00+00:00,2362.62,2412.67,2362.62,2399.96,82.7701,2335.13637,2324.988053,2314.376136,73.17,14.577091,6.143097,8.433994,21.578274,17.96,2378.949761,2326.012,2273.074239,4.552,91.5,71.3,UP,True,False,RANGE,False,False,False,1,2412.67,2297.81,2380.798943,2335.13637,2394.807411
ETH/USD,2026-04-22T06:00:00+00:00,2396.36,2396.36,2390.71,2393.35,15.1355,2340.680525,2327.668914,2315.161945,70.09,17.315478,8.377573,8.937905,20.697683,20.5,2389.50998,2328.996,2268.48202,5.197,88.0,78.1,UP,True,False,TREND_UP,True,False,False,1,2412.67,2303.33,2383.626841,2340.680525,2431.006525
ETH/USD,2026-04-22T07:00:00+00:00,2393.76,2397.69,2384.87,2389.95,10.4779,2345.372856,2330.11131,2315.906105,68.49,18.992386,10.500536,8.49185,20.134992,22.41,2398.378816,2332.527,2266.675184,5.646,84.5,81.3,UP,False,False,NEUTRAL,False,False,False,1,2412.67,2303.33,2386.588541,2345.372856,2423.552487
ETH/USD,2026-04-22T08:00:00+00:00,2391.29,2394.29,2383.98,2389.95,8.0035,2349.618298,2332.457925,2316.64286,68.49,20.089764,12.418381,7.671383,19.433206,24.13,2406.070524,2336.4305,2266.790476,5.961,78.9,83.2,UP,False,False,NEUTRAL,False,False,False,1,2412.67,2310.77,2388.774414,2349.618298,2419.09981
ETH/USD,2026-04-22T09:00:00+00:00,2388.56,2394.29,2386.34,2388.62,6.1706,2353.332746,2334.660359,2317.35905,67.78,20.614494,14.057604,6.55689,18.612977,25.72,2412.508098,2340.221,2267.933902,6.178,71.7,84.8,UP,False,False,NEUTRAL,False,False,False,1,2412.67,2314.4,2390.163251,2353.332746,2417.869466
ETH/USD,2026-04-22T10:00:00+00:00,2388.72,2394.29,2386.36,2391.42,1.3826,2356.960104,2336.886227,2318.095975,68.52,21.014046,15.448892,5.565154,17.849908,27.19,2418.0371,2344.682,2271.3269,6.257,64.8,84.9,UP,False,False,NEUTRAL,False,False,False,1,2412.67,2314.4,2391.693558,2356.960104,2415.394861
ETH/USD,2026-04-22T11:00:00+00:00,2391.05,2400.98,2388.05,2397.17,22.9403,2360.789617,2339.250297,2318.882782,70.02,21.546298,16.668374,4.877925,17.498486,28.79,2423.987885,2349.03,2274.072115,6.382,60.8,85.3,UP,False,False,NEUTRAL,False,False,False,1,2412.67,2322.43,2394.635726,2360.789617,2417.667728
ETH/USD,2026-04-22T12:00:00+00:00,2399.5,2405.93,2397.23,2402.39,2.7656,2364.751559,2341.726364,2319.713699,71.36,22.134174,17.761534,4.37264,16.874308,30.43,2429.597925,2353.7925,2277.987075,6.441,53.6,85.9,UP,False,False,NEUTRAL,False,False,False,1,2412.67,2356.85,2396.965057,2364.751559,2422.481462
ETH/USD,2026-04-22T13:00:00+00:00,2405.27,2422.0,2402.82,2415.31,45.0614,2369.566648,2344.611997,2320.664906,74.41,23.373173,18.883862,4.489312,17.069715,32.41,2436.0935,2359.3415,2282.5895,6.506,55.3,86.1,UP,True,False,TREND_UP,True,False,False,1,2422.0,2359.92,2402.480796,2369.566648,2427.994572
ETH/USD,2026-04-22T14:00:00+00:00,2417.04,2423.28,2389.93,2405.22,20.6675,2372.962206,2346.988781,2321.50625,68.3,23.272639,19.761617,3.511022,18.232592,33.08,2439.941086,2364.04,2288.138914,6.421,68.5,85.5,UP,True,False,TREND_UP,True,False,False,1,2423.28,2362.62,2409.254939,2372.962206,2442.658888
ETH/USD,2026-04-22T15:00:00+00:00,2403.0,2412.22,2390.5,2404.44,54.1513,2375.960091,2349.24177,2322.331462,67.83,22.866435,20.382581,2.483854,18.481693,33.7,2440.54196,2369.443,2298.34404,6.001,71.1,82.5,UP,True,False,TREND_UP,True,False,False,1,2423.28,2383.98,2412.967551,2375.960091,2432.942539
ETH/USD,2026-04-22T16:00:00+00:00,2404.31,2412.71,2384.77,2387.52,15.1777,2377.061035,2350.742877,2322.980104,58.55,20.937854,20.493635,0.444219,19.157286,33.77,2440.363167,2372.8995,2305.435833,5.686,76.0,80.4,UP,True,False,TREND_UP,True,False,False,1,2423.28,2383.98,2415.955748,2377.061035,2433.175929
ETH/USD,2026-04-22T17:00:00+00:00,2388.19,2402.94,2387.49,2402.94,11.6203,2379.525698,2352.789823,2323.775725,63.46,20.418335,20.478575,-0.06024,18.89248,33.83,2439.82348,2377.4875,2315.15152,5.244,73.7,77.7,UP,True,False,TREND_UP,True,False,False,1,2423.28,2383.98,2417.62094,2379.525698,2415.85872
ETH/USD,2026-04-22T18:00:00+00:00,2402.94,2404.39,2396.74,2398.8,7.5983,2381.361346,2354.594144,2324.522235,61.36,19.448361,20.272532,-0.824172,18.089446,33.95,2436.889607,2381.8535,2326.817393,4.621,66.7,72.0,UP,True,False,TREND_UP,True,False,False,1,2423.28,2384.77,2417.177064,2381.361346,2430.074169
ETH/USD,2026-04-22T19:00:00+00:00,2394.29,2405.91,2390.0,2400.31,13.2,2383.165979,2356.386922,2325.276342,61.85,18.587231,19.935472,-1.348241,17.933771,33.41,2434.906976,2385.5255,2336.144024,4.14,65.2,67.1,UP,True,False,TREND_UP,True,False,False,1,2423.28,2384.77,2418.582126,2383.165979,2425.700656
ETH/USD,2026-04-22T20:00:00+00:00,2398.53,2402.33,2391.0,2391.69,17.7251,2383.977791,2357.771357,2325.937175,57.33,17.013102,19.350998,-2.337896,17.462073,32.9,2429.713244,2388.86,2348.006756,3.42,59.6,55.3,UP,True,False,TREND_UP,True,False,False,1,2423.28,2384.77,2418.118323,2383.977791,2426.50311
ETH/USD,2026-04-22T21:00:00+00:00,2393.61,2405.73,2393.61,2402.88,6.8042,2385.778001,2359.540323,2326.702775,61.29,16.478577,18.776514,-2.297937,17.217639,32.63,2419.521413,2392.9815,2366.441587,2.218,56.0,26.7,UP,True,False,TREND_UP,True,False,False,1,2423.28,2384.77,2419.31248,2385.778001,2417.516459
ETH/USD,2026-04-22T22:00:00+00:00,2400.2,2404.26,2394.61,2397.68,1.9681,2386.911525,2361.035997,2327.409016,58.57,15.457185,18.112648,-2.655463,16.677094,32.38,2418.803806,2394.3535,2369.903194,2.042,50.7,22.3,UP,True,False,TREND_UP,True,False,False,1,2423.28,2384.77,2419.022556,2386.911525,2427.89564
ETH/USD,2026-04-22T23:00:00+00:00,2394.29,2398.92,2374.23,2374.23,8.4229,2385.703761,2361.553409,2327.874896,48.18,12.610144,17.012147,-4.402003,17.249444,30.21,2417.30769,2394.8135,2372.31931,1.879,56.0,19.5,UP,True,False,NEUTRAL,False,False,False,1,2423.28,2374.23,2419.541688,2385.703761,2423.554166
